Store,Item,Date,Weekly_Demand
3,5,6/26/2011,12
3,5,7/3/2011,11
3,5,7/10/2011,14
3,5,7/17/2011,14
3,5,7/24/2011,9
3,5,7/31/2011,8
3,5,8/7/2011,13
3,5,8/14/2011,10
3,5,8/21/2011,14
3,5,8/28/2011,11
3,5,9/4/2011,11
3,5,9/11/2011,10
3,5,9/18/2011,12
3,5,9/25/2011,13
3,5,10/2/2011,16
3,5,10/9/2011,14
3,5,10/16/2011,10
3,5,10/23/2011,15
3,5,10/30/2011,13
3,5,11/6/2011,10
3,5,11/13/2011,11
3,5,11/20/2011,13
3,5,11/27/2011,16
3,5,12/4/2011,13
3,5,12/11/2011,14
3,5,12/18/2011,15
3,5,12/25/2011,12
3,5,1/1/2012,15
3,5,1/8/2012,16
3,5,1/15/2012,20
3,5,1/22/2012,17
3,5,1/29/2012,21
3,5,2/5/2012,19
3,5,2/12/2012,23
3,5,2/19/2012,41
3,5,2/26/2012,38
3,5,3/4/2012,70
3,5,3/11/2012,90
3,5,3/18/2012,50
3,5,3/25/2012,66
3,5,4/1/2012,43
3,5,4/8/2012,24
3,5,4/15/2012,24
3,5,4/22/2012,21
3,5,4/29/2012,17
3,5,5/6/2012,13
3,5,5/13/2012,13
3,5,5/20/2012,12
3,5,5/27/2012,10
3,5,6/3/2012,15
3,5,6/10/2012,9
3,5,6/17/2012,10
3,5,6/24/2012,10
3,5,7/1/2012,11
3,5,7/8/2012,10
3,5,7/15/2012,9
3,5,7/22/2012,8
3,5,7/29/2012,10
3,5,8/5/2012,12
3,5,8/12/2012,9
3,5,8/19/2012,9
3,5,8/26/2012,19
3,5,9/2/2012,16
3,5,9/9/2012,16
3,5,9/16/2012,17
3,5,9/23/2012,12
3,5,9/30/2012,20
3,5,10/7/2012,20
3,5,10/14/2012,12
3,5,10/21/2012,14
3,5,10/28/2012,15
3,6,2/7/2010,62
3,6,2/14/2010,63
3,6,2/21/2010,64
3,6,2/28/2010,51
3,6,3/7/2010,59
3,6,3/14/2010,62
3,6,3/21/2010,61
3,6,3/28/2010,52
3,6,4/4/2010,46
3,6,4/11/2010,52
3,6,4/18/2010,58
3,6,4/25/2010,44
3,6,5/2/2010,45
3,6,5/9/2010,55
3,6,5/16/2010,47
3,6,5/23/2010,43
3,6,5/30/2010,49
3,6,6/6/2010,49
3,6,6/13/2010,52
3,6,6/20/2010,51
3,6,6/27/2010,49
3,6,7/4/2010,35
3,6,7/11/2010,43
3,6,7/18/2010,50
3,6,7/25/2010,49
3,6,8/1/2010,48
3,6,8/8/2010,52
3,6,8/15/2010,57
3,6,8/22/2010,59
3,6,8/29/2010,46
3,6,9/5/2010,70
3,6,9/12/2010,55
3,6,9/19/2010,68
3,6,9/26/2010,65
3,6,10/3/2010,53
3,6,10/10/2010,65
3,6,10/17/2010,71
3,6,10/24/2010,69
3,6,10/31/2010,68
3,6,11/7/2010,60
3,6,11/14/2010,70
3,6,11/21/2010,67
3,6,11/28/2010,62
3,6,12/5/2010,80
3,6,12/12/2010,78
3,6,12/19/2010,80
3,6,12/26/2010,53
3,6,1/2/2011,62
3,6,1/9/2011,81
3,6,1/16/2011,86
3,6,1/23/2011,99
3,6,1/30/2011,90
3,6,2/6/2011,80
3,6,2/13/2011,71
3,6,2/20/2011,93
3,6,2/27/2011,81
3,6,3/6/2011,82
3,6,3/13/2011,69
3,6,3/20/2011,96
3,6,3/27/2011,75
3,6,4/3/2011,78
3,6,4/10/2011,73
3,6,4/17/2011,74
3,6,4/24/2011,59
3,6,5/1/2011,63
3,6,5/8/2011,65
3,6,5/15/2011,71
3,6,5/22/2011,84
3,6,5/29/2011,61
3,6,6/5/2011,51
3,6,6/12/2011,47
3,6,6/19/2011,62
3,6,6/26/2011,70
3,6,7/3/2011,58
3,6,7/10/2011,58
3,6,7/17/2011,56
3,6,7/24/2011,65
3,6,7/31/2011,58
3,6,8/7/2011,59
3,6,8/14/2011,59
3,6,8/21/2011,63
3,6,8/28/2011,63
3,6,9/4/2011,85
3,6,9/11/2011,65
3,6,9/18/2011,78
3,6,9/25/2011,83
3,6,10/2/2011,78
3,6,10/9/2011,75
3,6,10/16/2011,94
3,6,10/23/2011,77
3,6,10/30/2011,72
3,6,11/6/2011,91
3,6,11/13/2011,79
3,6,11/20/2011,85
3,6,11/27/2011,68
3,6,12/4/2011,89
3,6,12/11/2011,81
3,6,12/18/2011,84
3,6,12/25/2011,59
3,6,1/1/2012,81
3,6,1/8/2012,83
3,6,1/15/2012,96
3,6,1/22/2012,96
3,6,1/29/2012,93
3,6,2/5/2012,93
3,6,2/12/2012,82
3,6,2/19/2012,98
3,6,2/26/2012,100
3,6,3/4/2012,79
3,6,3/11/2012,92
3,6,3/18/2012,66
3,6,3/25/2012,90
3,6,4/1/2012,86
3,6,4/8/2012,70
3,6,4/15/2012,89
3,6,4/22/2012,81
3,6,4/29/2012,80
3,6,5/6/2012,72
3,6,5/13/2012,75
3,6,5/20/2012,74
3,6,5/27/2012,75
3,6,6/3/2012,70
3,6,6/10/2012,96
3,6,6/17/2012,84
3,6,6/24/2012,77
3,6,7/1/2012,72
3,6,7/8/2012,71
3,6,7/15/2012,68
3,6,7/22/2012,81
3,6,7/29/2012,81
3,6,8/5/2012,73
3,6,8/12/2012,86
3,6,8/19/2012,80
3,6,8/26/2012,78
3,6,9/2/2012,86
3,6,9/9/2012,88
3,6,9/16/2012,92
3,6,9/23/2012,96
3,6,9/30/2012,90
3,6,10/7/2012,93
3,6,10/14/2012,84
3,6,10/21/2012,95
3,6,10/28/2012,87
3,7,2/7/2010,33
3,7,2/14/2010,84
3,7,2/21/2010,48
3,7,2/28/2010,65
3,7,3/7/2010,28
3,7,3/14/2010,23
3,7,3/21/2010,33
3,7,3/28/2010,44
3,7,4/4/2010,68
3,7,4/11/2010,44
3,7,4/18/2010,17
3,7,4/25/2010,28
3,7,5/2/2010,29
3,7,5/9/2010,58
3,7,5/16/2010,28
3,7,5/23/2010,39
3,7,5/30/2010,55
3,7,6/6/2010,65
3,7,6/13/2010,24
3,7,6/20/2010,73
3,7,6/27/2010,57
3,7,7/4/2010,39
3,7,7/11/2010,65
3,7,7/18/2010,70
3,7,7/25/2010,33
3,7,8/1/2010,50
3,7,8/8/2010,53
3,7,8/15/2010,38
3,7,8/22/2010,59
3,7,8/29/2010,54
3,7,9/5/2010,81
3,7,9/12/2010,52
3,7,9/19/2010,26
3,7,9/26/2010,25
3,7,10/3/2010,36
3,7,10/10/2010,31
3,7,10/17/2010,44
3,7,10/24/2010,43
3,7,10/31/2010,83
3,7,11/7/2010,45
3,7,11/14/2010,44
3,7,11/21/2010,64
3,7,11/28/2010,34
3,7,12/5/2010,39
3,7,12/12/2010,66
3,7,12/19/2010,67
3,7,12/26/2010,41
3,7,1/2/2011,44
3,7,1/9/2011,70
3,7,1/16/2011,62
3,7,1/23/2011,36
3,7,1/30/2011,64
3,7,2/6/2011,58
3,7,2/13/2011,39
3,7,2/20/2011,40
3,7,2/27/2011,53
3,7,3/6/2011,100
3,7,3/13/2011,66
3,7,3/20/2011,52
3,7,3/27/2011,43
3,7,4/3/2011,29
3,7,4/10/2011,76
3,7,4/17/2011,99
3,7,4/24/2011,29
3,7,5/1/2011,24
3,7,5/8/2011,35
3,7,5/15/2011,44
3,7,5/22/2011,60
3,7,5/29/2011,45
3,7,6/5/2011,44
3,7,6/12/2011,22
3,7,6/19/2011,43
3,7,6/26/2011,49
3,7,7/3/2011,32
3,7,7/10/2011,32
3,7,7/17/2011,47
3,7,7/24/2011,36
3,7,7/31/2011,38
3,7,8/7/2011,50
3,7,8/14/2011,46
3,7,8/21/2011,37
3,7,8/28/2011,49
3,7,9/4/2011,49
3,7,9/11/2011,18
3,7,9/18/2011,46
3,7,9/25/2011,46
3,7,10/2/2011,46
3,7,10/9/2011,32
3,7,10/16/2011,75
3,7,10/23/2011,63
3,7,10/30/2011,62
3,7,11/6/2011,57
3,7,11/13/2011,73
3,7,11/20/2011,44
3,7,11/27/2011,34
3,7,12/4/2011,48
3,7,12/11/2011,44
3,7,12/18/2011,47
3,7,12/25/2011,87
3,7,1/1/2012,67
3,7,1/8/2012,50
3,7,1/15/2012,52
3,7,1/22/2012,52
3,7,1/29/2012,49
3,7,2/5/2012,53
3,7,2/12/2012,61
3,7,2/19/2012,94
3,7,2/26/2012,52
3,7,3/4/2012,84
3,7,3/11/2012,64
3,7,3/18/2012,25
3,7,3/25/2012,33
3,7,4/1/2012,61
3,7,4/8/2012,44
3,7,4/15/2012,42
3,7,4/22/2012,50
3,7,4/29/2012,73
3,7,5/6/2012,47
3,7,5/13/2012,53
3,7,5/20/2012,23
3,7,5/27/2012,29
3,7,6/3/2012,20
3,7,6/10/2012,50
3,7,6/17/2012,50
3,7,6/24/2012,56
3,7,7/1/2012,44
3,7,7/8/2012,38
3,7,7/15/2012,66
3,7,7/22/2012,50
3,7,7/29/2012,50
3,7,8/5/2012,33
3,7,8/12/2012,45
3,7,8/19/2012,54
3,7,8/26/2012,59
3,7,9/2/2012,25
3,7,9/9/2012,35
3,7,9/16/2012,49
3,7,9/23/2012,46
3,7,9/30/2012,56
3,7,10/7/2012,61
3,7,10/14/2012,47
3,7,10/21/2012,84
3,7,10/28/2012,40
3,8,2/7/2010,14
3,8,2/14/2010,48
3,8,2/21/2010,42
3,8,2/28/2010,44
3,8,3/7/2010,49
3,8,3/14/2010,44
3,8,3/21/2010,48
3,8,3/28/2010,26
3,8,4/4/2010,39
3,8,4/11/2010,42
3,8,4/18/2010,32
3,8,4/25/2010,22
3,8,5/2/2010,42
3,8,5/9/2010,22
3,8,5/16/2010,28
3,8,5/23/2010,25
3,8,5/30/2010,21
3,8,6/6/2010,24
3,8,6/13/2010,24
3,8,6/20/2010,24
3,8,6/27/2010,18
3,8,7/4/2010,25
3,8,7/11/2010,22
3,8,7/18/2010,25
3,8,7/25/2010,21
3,8,8/1/2010,33
3,8,8/8/2010,25
3,8,8/15/2010,29
3,8,8/22/2010,27
3,8,8/29/2010,15
3,8,9/5/2010,20
3,8,9/12/2010,18
3,8,9/19/2010,31
3,8,9/26/2010,29
3,8,10/3/2010,11
3,8,10/10/2010,19
3,8,10/17/2010,18
3,8,10/24/2010,22
3,8,10/31/2010,33
3,8,11/7/2010,24
3,8,11/14/2010,22
3,8,11/21/2010,22
3,8,11/28/2010,22
3,8,12/5/2010,28
3,8,12/12/2010,24
3,8,12/19/2010,100
3,8,12/26/2010,29
3,8,1/2/2011,28
3,8,1/9/2011,31
3,8,1/16/2011,23
3,8,1/23/2011,32
3,8,1/30/2011,24
3,8,2/6/2011,32
3,8,2/13/2011,36
3,8,2/20/2011,31
3,8,2/27/2011,36
3,8,3/6/2011,50
3,8,3/13/2011,40
3,8,3/20/2011,44
3,8,3/27/2011,32
3,8,4/3/2011,35
3,8,4/10/2011,37
3,8,4/17/2011,45
3,8,4/24/2011,31
3,8,5/1/2011,31
3,8,5/8/2011,58
3,8,5/15/2011,40
3,8,5/22/2011,34
3,8,5/29/2011,38
3,8,6/5/2011,29
3,8,6/12/2011,38
3,8,6/19/2011,34
3,8,6/26/2011,52
